問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"R23024122","宮崎県","宮崎県","ＲＮａｓｅＯＵＴ　Ｒｅｃｏｍｂｉｎａｎｔ　Ｒｉｂｏｎｕｃｌｅほか1品",,,,,,"2023-12-11","宝来メデック株式会社　宮崎支店","206580","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAyNDEyMg=="
"R23021550","海上保安庁","東京都","ＥＸＨＡＵＳＴＮＯＺＺＬＥＡＳＳＹ（ＭＨ969用）１個特別整備",,,,,,"2023-12-11","三井物産エアロスペース株式会社","4677178","4724000","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAyMTU1MA=="
"R23004469","静岡県","静岡県","令和５年度［第３５-Ｓ２２１２-０１号］口坂本No．2地すべり対策に伴う地すべり調査業務委託（安定解析）",,,,,,"2023-12-11","国土防災技術株式会社","2992000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwNDQ2OQ=="
"R22986983","石川県市町村/加賀市","石川県","教材備品）Chromecast【加賀市】",,,,,,"2023-12-11","谷　光治（タニ商事）","99000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk4Njk4Mw=="
"R22982211","国立大学法人","福岡県","米国Bruker　Nano社製　115倍干渉型対物レンズ（ミウラ干渉型：作動距離0.7mm）　831-489",,,,,,"2023-12-11","ブルカージャパン株式会社","6568320","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk4MjIxMQ=="
"R22965379","高知県","高知県","OAタップ",,,,,,"2023-12-11","株式会社高知通信機","1089","1800","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTM3OQ=="
"R22965375","高知県","高知県","OAラベル",,,,,,"2023-12-11","高知県文具株式会社","6545","12100","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTM3NQ=="
"R22965350","高知県","高知県","テプラPROテープカートリッジｶﾗｰﾗﾍﾞﾙ",,,,,,"2023-12-11","有限会社吉岡文具","1864","2486","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTM1MA=="
"R22964807","その他広島県市町村/福山市","広島県","Belkin USB-C to HDMI Adapter【福山市】",,,,,,"2023-12-11","不落","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NDgwNw=="
"R22964806","その他広島県市町村/福山市","広島県","Belkin 4K Mini DisplayPort to HDMI Adapter【福山市】",,,,,,"2023-12-11","不落","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NDgwNg=="
"R22963119","その他愛知県市町村/豊橋市","愛知県","2312062320100602882ＡｍｐｌｉＴａｑ　Ｇｏｌｄ　３６０　Ｍａｓｔｅｒ　Ｍｉｘ　他【豊橋市】",,,,,,"2023-12-11","株式会社ラボテック","329516","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MzExOQ=="
"R22961448","福井県市町村/福井市","福井県","Ｒ０５施緊Ｎｏ．３５０ー河川水路維持工事（杉の木台調整池）【福井市】",,,,,,"2023-12-11","株式会社石徳","7497000","7650000","{応札企業名＝（株）石徳、応札結果・備考＝入札書記載金額結果:落札(第1回~第2回は入札書記載金額)、応札金額＝7497000},{応札企業名＝（株）共和庭園、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝7650000},{応札企業名＝基幸建設工業（株）、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝（株）ＩＫＩ、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝（株）田中武組、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝松井策建設（株）、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝（株）ハートエンジニア、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝（有）伊坂建材、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝（株）大窪建設、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝ＮＡＯ企画、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝},{応札企業名＝（株）前田土木建設、応札結果・備考＝入札書記載金額結果:辞退、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MTQ0OA=="
"R22960631","東京都","東京都","令和５年度官民共創ＯＳＳ開発及び普及啓発事業委託（その２）",,,,,,"2023-12-11","株式会社ボーンレックス","8998000","","{応札企業名＝株式会社ボーンレックス、応札結果・備考＝、応札金額＝8180000},{応札企業名＝イグニション・ポイント株式会社、応札結果・備考＝、応札金額＝11000000},{応札企業名＝アビームコンサルティング株式会社、応札結果・備考＝、応札金額＝13500000},{応札企業名＝株式会社大手広告通信社、応札結果・備考＝、応札金額＝38000000},{応札企業名＝株式会社メディアンスフリー、応札結果・備考＝辞退、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MDYzMQ=="
"R22960458","東京都","東京都","尿素水（ＮＯｘ還元添加剤）の買入れ（第４回）（単価契約）",,,,,,"2023-12-11","日東鉱油有限会社","59.18","","{応札企業名＝日東鉱油有限会社、応札結果・備考＝、応札金額＝53.8},{応札企業名＝旭商事株式会社、応札結果・備考＝、応札金額＝54},{応札企業名＝株式会社かまや、応札結果・備考＝、応札金額＝80},{応札企業名＝株式会社ゴードー、応札結果・備考＝辞退、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MDQ1OA=="
"R22960265","川崎市","神奈川県","ＣＯＤ測定用バス【川崎市】",,,,,,"2023-12-11","株式会社　ホンダ","636500","","{応札企業名＝株式会社　ホンダ、応札結果・備考＝第1回:決定、応札金額＝636500},{応札企業名＝葵薬品産業　株式会社、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝昌栄電設　株式会社、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝晃洋商事　株式会社、応札結果・備考＝、応札金額＝694800},{応札企業名＝株式会社　菊池電業社、応札結果・備考＝第1回:辞退、応札金額＝},{応札企業名＝株式会社　釜仙、応札結果・備考＝第1回:不参、応札金額＝},{応札企業名＝戸田興業　株式会社、応札結果・備考＝第1回:不参、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MDI2NQ=="
"R22960263","川崎市","神奈川県","令和５年度入江崎総合スラッジセンター１系Ｎｏ．２焼却設備用空気圧縮機整備その他工事【川崎市】",,,,,,"2023-12-11","株式会社　エンドーエンジニアリング","9400000","9560000","{応札企業名＝株式会社　エンドーエンジニアリング、応札結果・備考＝第1回:落札、応札金額＝9400000},{応札企業名＝株式会社　笠倉工業、応札結果・備考＝、応札金額＝10500000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MDI2Mw=="
"R22960225","川崎市","神奈川県","保育所１９１　ドラムカートリッジ（ＯＫＩ）　一括②【川崎市】",,,,,,"2023-12-11","有限会社　シオヤ文具","349060","","{応札企業名＝有限会社　シオヤ文具、応札結果・備考＝ 第2回:決定、応札金額＝384136/349060},{応札企業名＝有限会社　フジヤ文具、応札結果・備考＝ 第2回:辞退、応札金額＝403340},{応札企業名＝アルマーク　株式会社、応札結果・備考＝ 第2回:辞退、応札金額＝398248},{応札企業名＝有限会社　石野電気柿生店、応札結果・備考＝ 第2回:不参、応札金額＝465000},{応札企業名＝有限会社　彩文堂、応札結果・備考＝ 第2回:不参、応札金額＝433000},{応札企業名＝株式会社　アルファビジネス、応札結果・備考＝、応札金額＝385675/368480}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2MDIyNQ=="
"R22957133","岐阜県","岐阜県","ＥＰＳＯＮインクカートリッジ等の購入",,,,,,"2023-12-11","有限会社トップス","28820","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NzEzMw=="
"R22957115","岐阜県","岐阜県","ＤＮＡ　Ｅｘｔｒａｃｔｏｒ　ＷＢ　Ｋｉｔの購入について",,,,,,"2023-12-11","理科研株式会社　岐阜営業所","27115","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NzExNQ=="
"R22955726","秋田県","秋田県","仙北・ＰＯＰスタンドほか（総務企画部）231114876000",,,,,,"2023-12-11","よしだ文具店","4750","","{応札企業名＝よしだ文具店、応札結果・備考＝決定、応札金額＝4750},{応札企業名＝有限会社　ＡＣＣＥＳＳ、応札結果・備考＝、応札金額＝7535}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NTcyNg=="
"R22955253","札幌市","北海道","ZKT_EE_R0151-OS　土地家屋分減免通知書【札幌市】",,,,,,"2023-12-11","北陽ビジネスフォーム株式会社","851400","","{応札企業名＝北陽ビジネスフォーム（株）、応札結果・備考＝決定、応札金額＝774000},{応札企業名＝和幸ビジネスフォーム（株）、応札結果・備考＝、応札金額＝900000},{応札企業名＝（株）セントラルフォーム、応札結果・備考＝、応札金額＝908000},{応札企業名＝（株）北晃社斎加印刷所、応札結果・備考＝、応札金額＝913600}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NTI1Mw=="
"R22955252","札幌市","北海道","ZKT_CC_R0152-OS　償却資産分減免通知書【札幌市】",,,,,,"2023-12-11","株式会社北晃社斎加印刷所","669900","","{応札企業名＝（株）北晃社斎加印刷所、応札結果・備考＝決定、応札金額＝609000},{応札企業名＝北陽ビジネスフォーム（株）、応札結果・備考＝、応札金額＝700000},{応札企業名＝和幸ビジネスフォーム（株）、応札結果・備考＝、応札金額＝740000},{応札企業名＝（株）セントラルフォーム、応札結果・備考＝、応札金額＝745000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NTI1Mg=="
"R22955251","札幌市","北海道","ZKT_CC_R1038-OL　償却資産分当初納税通知書(随時用)【札幌市】",,,,,,"2023-12-11","株式会社セントラルフォーム","462000","","{応札企業名＝（株）セントラルフォーム、応札結果・備考＝決定、応札金額＝420000},{応札企業名＝北陽ビジネスフォーム（株）、応札結果・備考＝、応札金額＝460000},{応札企業名＝和幸ビジネスフォーム（株）、応札結果・備考＝、応札金額＝480000},{応札企業名＝（株）北晃社斎加印刷所、応札結果・備考＝、応札金額＝490400}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NTI1MQ=="
"R22955250","札幌市","北海道","ZKT_CC_R0048-OS　催告状(様式5)【札幌市】",,,,,,"2023-12-11","株式会社北晃社斎加印刷所","551650","","{応札企業名＝（株）北晃社斎加印刷所、応札結果・備考＝決定、応札金額＝501500},{応札企業名＝北陽ビジネスフォーム（株）、応札結果・備考＝、応札金額＝561000},{応札企業名＝和幸ビジネスフォーム（株）、応札結果・備考＝、応札金額＝578000},{応札企業名＝（株）セントラルフォーム、応札結果・備考＝、応札金額＝595000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NTI1MA=="
"R22955249","札幌市","北海道","ZKT_CC_R0047-OS　催告状(様式4)【札幌市】",,,,,,"2023-12-11","岡本印刷株式会社","607200","","{応札企業名＝岡本印刷（株）、応札結果・備考＝決定、応札金額＝552000},{応札企業名＝北陽ビジネスフォーム（株）、応札結果・備考＝、応札金額＝624000},{応札企業名＝和幸ビジネスフォーム（株）、応札結果・備考＝、応札金額＝631200},{応札企業名＝（株）北晃社斎加印刷所、応札結果・備考＝、応札金額＝636000},{応札企業名＝（株）セントラルフォーム、応札結果・備考＝、応札金額＝648000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1NTI0OQ=="
"R22950873","長野県","長野県","試験・検査用物品の購入（O-25）",,,,,,"2023-12-11","株式会社　アイネット","1052700","","{応札企業名＝(株) アイネット、応札結果・備考＝、応札金額＝957000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1MDg3Mw=="
"R22950583","大阪府","大阪府","南大阪湾岸流域下水道　南部水みらいセンター　Ｎｏ．１送風機設備長寿命化対策工事",,,,,,"2023-12-11","株式会社荏原製作所","109000000","","{応札企業名＝（株）荏原製作所、応札結果・備考＝、応札金額＝115000000/110000000/109000000/109000000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk1MDU4Mw=="
"N17756950","国立大学法人/千葉大学","千葉県","Google Workspace for Education Plus（23，000人分のライセンス）一式","情報処理機器・ソフト及び業務","競争・公募","A,B,C","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzc1Njk1MA=="
"N17702117","京都府","京都府","軽貨物自動車（１ＢＯＸ・４ＷＤ）（農林水産技術センター分）１台（農政課）","各種車両・船舶・航空機","競争・公募","","2023-12-08","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjExNw=="
"N17702116","京都府","京都府","軽貨物自動車（１ＢＯＸ・２ＷＤ）　２台","各種車両・船舶・航空機","競争・公募","","2023-12-08","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjExNg=="
"N17702108","国立大学法人/九州大学","福岡県","独国ｶｰﾙﾂｧｲｽﾏｲｸﾛｽｺﾋﾟ社製 光学ｾｸｼｮﾆﾝｸﾞﾕﾆｯﾄ Apotome3 1個","理化学機械器具類","競争・公募","","2023-12-08","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjEwOA=="
"N17702103","国立大学法人/九州大学","福岡県","米国キーサイト・テクノロジー社製 EXG X-Series Microwave Analog 一式","通信機器・システム及び業務","競争・公募","","2023-12-08","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjEwMw=="
"N17702095","国立大学法人/東海国立大学機構/名古屋大学","愛知県","タブレット型パソコン 米国Microsoft製　Surface Go4 123台外3点","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjA5NQ=="
"N17702094","国立大学法人/東海国立大学機構/名古屋大学","愛知県","ThinkStation P7 ﾚﾉﾎﾞ･ｼﾞｬﾊﾟﾝ合同会社製 30F2S15N00　外1点","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-13",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjA5NA=="
"N17702068","防衛省/陸上自衛隊/真駒内駐屯地","北海道","A-ZOOM7.62ほか3件","防衛等装備品類","競争・公募","","2023-12-08","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjA2OA=="
"N17702066","防衛省/陸上自衛隊/滝ヶ原駐屯地","静岡県","C　Throom　Targets　ほか23件","衣料・繊維製品,家具・寝具・什器・備品等,警察・消防・防災関連の機器・システム及び業務","競争・公募","A,B,C,D","2023-12-08","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjA2Ng=="
"N17702045","防衛省/陸上自衛隊/霞ヶ浦駐屯地","茨城県","O　カバー　ほか15件","家具・寝具・什器・備品等,工作・産業・農業・建設用機械器具類,各種車両・船舶・航空機,警察・消防・防災関連の機器・システム及び業務","競争・公募","A,B,C,D","2023-12-08","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjA0NQ=="
"N17702035","防衛省/陸上自衛隊/霞ヶ浦駐屯地","茨城県","F　Panasonic　プロジェクター用ランプ　ほか4件","家電・カメラ・映像関連の機器・用品及び業務,電気・電源設備及び工事","競争・公募","A,B,C,D","2023-12-08","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjAzNQ=="
"N17702026","大阪市","大阪府","ポータブルBluetoothスピーカー【大阪市】","家電・カメラ・映像関連の機器・用品及び業務","競争・公募","","2023-12-08","2023-12-21",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMjAyNg=="
"N17701995","防衛省/陸上自衛隊/宇都宮駐屯地","栃木県","O　スティックライト　グリーン　φ18×190mm　ほか25件","衣料・繊維製品,家具・寝具・什器・備品等,工作・産業・農業・建設用機械器具類,電気・電源設備及び工事","競争・公募","A,B,C,D","2023-12-08","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMTk5NQ=="
"N17701906","警察庁","東京都","【電子可】ソフトウェア（AmiVoice ScribeAssist スタンドアローンアプリケーション）","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMTkwNg=="
"N17701893","防衛省/情報本部","東京都","ＯＡクリ－ナ－ほか２４件","文房具事務用品・図書,家具・寝具・什器・備品等,家電・カメラ・映像関連の機器・用品及び業務","競争・公募","","2023-12-08","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMTg5Mw=="
"N17701813","京都市","京都府","ＣＯ２モニター【京都市】","理化学機械器具類","競争・公募","","2023-12-08","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMTgxMw=="
"N17701775","京都市","京都府","ＣＯ２モニター【京都市】","理化学機械器具類","競争・公募","","2023-12-08","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMTc3NQ=="
"N17701027","その他千葉県市町村/館山市","千葉県","館山市清掃センター　№４ごみ投入扉改修工事【館山市】","工作・産業・農業・建設用機械器具類","競争・公募","","2023-12-08","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMTAyNw=="
"N17700906","浜松市","静岡県","収納高送付票 OCR【浜松市】","デザイン・印刷・広告","競争・公募","","2023-12-08","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDkwNg=="
"N17700851","東京23区/世田谷区","東京都","明正小学校ＢＯＰ棟給水直結化改修工事【世田谷区】","空調・換気・給排水・衛生機器及び工事","競争・公募","C,D","2023-12-08","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDg1MQ=="
"N17700647","岐阜県","岐阜県","ＳＯＬＩＤＷＯＲＫＳ　Ｆｌｏｗ　Ｓｉｍｕｌａｔｉｏｎの年間保守　","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDY0Nw=="
"N17700586","国立大学法人/北海道大学","北海道","米国PIKE Technologies社製013-11XX VeeMAXⅢ for JASCO 角度可変反射アクセサリー　一式","理化学機械器具類","競争・公募","A,B,C,D","2023-12-08","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDU4Ng=="
"N17700579","財団法人/静岡県産業振興財団","神奈川県,静岡県","「人とくるまのテクノロジー展 2024 YOKOHAMA」 静岡県ブース 出展企業募集","その他の業務委託","競争・公募","","2023-12-08","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDU3OQ=="
"N17700454","国立大学法人/東海国立大学機構/名古屋大学","愛知県","マイクロ波合成装置 米国CEM Corporation社製 925160-1 一式","理化学機械器具類","競争・公募","A,B,C","2023-12-08","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDQ1NA=="
"N17700453","国立大学法人/東海国立大学機構/名古屋大学","愛知県","タブレット型パソコン　米国Microsoft Corporation製　Surface Go4　XHU-00015　123台　外3点","情報処理機器・ソフト及び業務","競争・公募","A,B,C","2023-12-08","2023-12-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDQ1Mw=="
"N17700452","国立大学法人/東海国立大学機構/名古屋大学","愛知県","分注システム　　米国Hamilton Company社製　ML STARlet4ML　一式","理化学機械器具類","競争・公募","A,B,C","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDQ1Mg=="
"N17700420","その他","全国","【米軍案件】Japanese Translations of NSC ADVANCED FIRST AID、 CPR、 & AEDCERT.、79250-0025","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDQyMA=="
"N17700400","日本郵政グループ/株式会社ゆうちょ銀行","東京都","窓口タブレットシステムの機能追加（生成AI及びAI-OCR）に向けた実証実験の実施","情報処理機器・ソフト及び業務,調査・研究業務","随意","","2023-12-08","2023-12-29",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDQwMA=="
"N17700213","鳥取県","鳥取県","Microsoft365ライセンス調達業務","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2024-01-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDIxMw=="
"N17700181","京都市","京都府","自治体情報システム標準化への対応に係る全体PMO等支援業務委託に関する情報提供依頼（RFI）【京都市】","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2024-01-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDE4MQ=="
"N17700163","防衛省/情報本部","東京都","ＯＡクリ-ナ-ほか２４件 （納入場所：情報本部（喜界島））","文房具事務用品・図書,家具・寝具・什器・備品等,家電・カメラ・映像関連の機器・用品及び業務","競争・公募","","2023-12-08","2023-12-15",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDE2Mw=="
"N17700065","滋賀県","滋賀県","令和5年度 第EJ41－324号　吉川浄水場Ｎｏ．２活性炭注入ポンプ修繕工事","工作・産業・農業・建設用機械器具類","競争・公募","","2023-12-08","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzcwMDA2NQ=="
"N17699851","独立行政法人高齢・障害・求職者雇用支援機構/静岡支部","静岡県","No13_ＯＡフロアタイルカーペット張替作業　一式（静岡職業能力開発促進センター）","内装工事","競争・公募","A,B,C,D","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTg1MQ=="
"N17699850","独立行政法人高齢・障害・求職者雇用支援機構/静岡支部","静岡県","No23088_公用車車検整備及び１２か月点検業務　一式","各種車両・船舶・航空機","競争・公募","","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTg1MA=="
"N17699849","独立行政法人高齢・障害・求職者雇用支援機構/静岡支部","静岡県","No23089_訓練用機器（PLC11台）の購入（浜松短大）","情報処理機器・ソフト及び業務","競争・公募","","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTg0OQ=="
"N17699848","独立行政法人高齢・障害・求職者雇用支援機構/静岡支部","静岡県","No23090_訓練用消耗品（フラットファイル550冊　外12件）の購入（浜松短大）","文房具事務用品・図書","競争・公募","","2023-12-08","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTg0OA=="
"N17699482","和歌山県","和歌山県","令和５年度医薬品（単価契約・WTO案件）","薬品・防疫剤等","競争・公募","","2023-12-08","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTQ4Mg=="
"N17699220","その他","全国","【米軍案件】Scaffolding Service","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIyMA=="
"N17699217","その他","全国","【米軍案件】CHEST、 STORAGE","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIxNw=="
"N17699213","その他","全国","【米軍案件】HOSE、DRIVE PUMP","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIxMw=="
"N17699211","その他","全国","【米軍案件】THERMAL DETECTOR","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIxMQ=="
"N17699209","その他","全国","【米軍案件】ADAPTER-UNION","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIwOQ=="
"N17699207","その他","全国","【米軍案件】THERMOELEC COOLER","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIwNw=="
"N17699206","その他","全国","【米軍案件】ANALOG I/O CARD","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTIwNg=="
"N17699198","その他","全国","【米軍案件】ACTUATOR、ELECTRO-ME","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE5OA=="
"N17699197","その他","全国","【米軍案件】SUBSTATION","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE5Nw=="
"N17699194","その他","全国","【米軍案件】RADIO、PORTABLE","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE5NA=="
"N17699193","その他","全国","【米軍案件】MOTOR、DIRECT CURREN","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE5Mw=="
"N17699192","その他","全国","【米軍案件】MOTOR、PNEUMATIC","米軍案件","競争・公募","","2023-12-08","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY5OTE5Mg=="
